# Region type : faceZone InSurface
# Faces  :      548
# Area   :      4.17307897e+01
# Time          	areaAverage(surfaceInterpolate(p))
0.002           
126.402         	1.95780091e-01
126.602         	1.90554253e-01
126.802         	1.90554253e-01
127.002         	1.90554253e-01
127.202         	1.91266434e-01
127.402         	1.91266434e-01
127.602         	1.95499384e-01
127.802         	1.95499384e-01
128.002         	1.95499384e-01
128.202         	1.98553741e-01
128.402         	1.98553741e-01
128.602         	2.04425432e-01
128.802         	2.04425432e-01
129.002         	2.04425432e-01
129.202         	2.06723237e-01
129.402         	2.06723237e-01
129.602         	2.06253067e-01
129.802         	2.06253067e-01
130.002         	2.06253067e-01
130.202         	2.04009184e-01
130.402         	2.04009184e-01
130.602         	1.99724318e-01
130.802         	1.99724318e-01
131.002         	1.99724318e-01
131.202         	1.97131199e-01
131.402         	1.97131199e-01
131.602         	1.97125086e-01
131.802         	1.97125086e-01
132.002         	1.97125086e-01
132.202         	1.99357335e-01
132.402         	1.99357335e-01
132.602         	2.03930100e-01
132.802         	2.03930100e-01
133.002         	2.03930100e-01
133.202         	2.04142596e-01
133.402         	2.04142596e-01
133.602         	2.01798041e-01
133.802         	2.01798041e-01
134.002         	2.01798041e-01
134.202         	1.98798842e-01
134.402         	1.98798842e-01
134.602         	1.96152076e-01
134.802         	1.96152076e-01
135.002         	1.96152076e-01
135.202         	1.99857374e-01
135.402         	1.99857374e-01
135.602         	2.02454529e-01
135.802         	2.02454529e-01
136.002         	2.02454529e-01
136.202         	2.02306247e-01
136.402         	2.02306247e-01
136.602         	2.04291538e-01
136.802         	2.04291538e-01
137.002         	2.04291538e-01
137.202         	2.01917308e-01
137.402         	2.01917308e-01
137.602         	1.98553994e-01
137.802         	1.98553994e-01
138.002         	1.98553994e-01
138.202         	1.96963148e-01
138.402         	1.96963148e-01
138.602         	1.98817044e-01
138.802         	1.98817044e-01
139.002         	1.98817044e-01
139.202         	2.04487685e-01
139.402         	2.04487685e-01
139.602         	2.07587341e-01
139.802         	2.07587341e-01
140.002         	2.07587341e-01
140.202         	2.05217950e-01
140.402         	2.05217950e-01
